grid_index,y,x
2423,48.8372908,2.2705431
2425,48.837062,2.2744356
2426,48.8371395,2.2772669
2427,48.8368734,2.2784388
2430,48.8368606,2.2836148
2433,48.8373627,2.2894094
2434,48.8373765,2.2919417
2435,48.8367528,2.2927354
2436,48.8368743,2.2957805
2437,48.8370025,2.2971741
2438,48.8367488,2.2995386
2440,48.8367705,2.3032805
2441,48.837042,2.3056246
2442,48.8367284,2.306345
2444,48.8370855,2.3106522
2445,48.8369185,2.3127907
2449,48.8367592,2.3207375
2450,48.837033,2.321369
2451,48.8372329,2.3240066
2452,48.8366188,2.3258462
2455,48.8369723,2.3314555
2458,48.8370025,2.3365485
2465,48.836936,2.3505855
2466,48.837098,2.3527005
2467,48.8372105,2.3551303
2468,48.836865,2.3560187
2470,48.8365766,2.3592953
2476,48.8366689,2.3719032
2477,48.8372125,2.3728913
2479,48.8371386,2.3775682
2480,48.8367773,2.3782174
2482,48.8369969,2.3831953
2486,48.8370497,2.3900187
2487,48.8366244,2.3931788
2488,48.8369384,2.3934801
2489,48.8368064,2.3953874
2490,48.8367179,2.3984316
2492,48.8371542,2.4021719
2493,48.8366973,2.4034875
2495,48.8371969,2.4079169
2496,48.8368714,2.4093729
2498,48.8372272,2.4131095
2513,48.8381616,2.2524299
2514,48.8380118,2.2542353
2515,48.8381238,2.2550287
2516,48.8379868,2.2575805
2517,48.8377806,2.2595711
2519,48.8381058,2.2632007
2520,48.8382348,2.265727
2523,48.8381854,2.27065
2525,48.837727,2.2752277
2528,48.8373895,2.2796078
2529,48.8378847,2.2817776
2530,48.8374219,2.2850613
2532,48.8381365,2.2876752
2534,48.8380377,2.2919768
2535,48.838059,2.2946016
2537,48.8377508,2.2974005
2538,48.837969,2.2989645
2539,48.8380027,2.3014207
2541,48.8380418,2.3042274
2542,48.8381523,2.3072529
2543,48.8376062,2.3095789
2544,48.8376072,2.3109833
2548,48.8374351,2.3181938
2549,48.8374831,2.3202237
2550,48.8376033,2.3224107
2555,48.8377803,2.3311533
2557,48.8376632,2.3356024
2559,48.8373842,2.3387025
2562,48.8376837,2.3455218
2563,48.8374939,2.3463392
2564,48.8376546,2.3492562
2565,48.8380281,2.351
2566,48.8378346,2.3521564
2567,48.83763,2.3543789
2568,48.838127,2.3559244
2569,48.8380596,2.35831
2575,48.8378411,2.3703684
2576,48.8379353,2.3708351
2577,48.8379275,2.3732807
2586,48.8374899,2.3914856
2589,48.8376814,2.3971303
2590,48.8375748,2.3983747
2591,48.8380996,2.3996271
2593,48.8376805,2.4038122
2594,48.8380859,2.4053275
2595,48.8381861,2.4084292
2596,48.8377204,2.4098755
2597,48.8379802,2.4111809
2613,48.8385408,2.2522278
2614,48.8386937,2.2539642
2615,48.8386137,2.2554009
2616,48.838318,2.257305
2618,48.8387956,2.2612896
2620,48.8389741,2.2655026
2621,48.8387501,2.2663143
2622,48.8388003,2.2695317
2623,48.8383384,2.2707936
2626,48.8390875,2.2761707
2627,48.8383937,2.2783782
2628,48.8382984,2.281279
2629,48.8387399,2.2821125
2630,48.8382916,2.2835231
2632,48.8389774,2.2877437
2633,48.8387912,2.2901643
2635,48.8383347,2.2939906
2636,48.8386482,2.2948357
2637,48.8388948,2.2976114
2638,48.83874,2.2992593
2639,48.8387821,2.3004741
2640,48.838643,2.3036145
2641,48.8386397,2.3052683
2642,48.838602,2.3067583
2643,48.8386531,2.3087434
2644,48.8389524,2.3105916
2646,48.8386563,2.3145718
2647,48.8390085,2.3165067
2650,48.838374,2.3223698
2655,48.8386726,2.3308195
2658,48.8386486,2.3366482
2659,48.8388881,2.3397096
2660,48.8383919,2.3420891
2662,48.8382757,2.345624
2664,48.8390291,2.3492333
2665,48.8385973,2.3507157
2666,48.8389144,2.3532045
2667,48.839022,2.3539596
2668,48.8386847,2.3565877
2669,48.8387118,2.3577637
2670,48.8385874,2.3595631
2675,48.838876,2.3698346
2676,48.8383778,2.3716924
2677,48.8383393,2.3728047
2678,48.8387756,2.3755956
2679,48.8385569,2.3764984
2681,48.8385963,2.3811933
2685,48.8384055,2.388983
2687,48.8385607,2.3931833
2689,48.8386478,2.3962977
2690,48.8384332,2.3987163
2691,48.8382798,2.3991378
2692,48.8388291,2.4010515
2695,48.8389206,2.4084566
2696,48.838893,2.4086818
2698,48.8382698,2.4134672
2713,48.8392559,2.2517156
2714,48.8393359,2.2542027
2715,48.8397503,2.2557658
2718,48.8397606,2.261683
2719,48.8395688,2.2633116
2720,48.8395965,2.2660964
2721,48.8396526,2.2671862
2725,48.8394208,2.2753528
2729,48.8397097,2.2831493
2730,48.8396086,2.2841796
2731,48.8391886,2.2858735
2732,48.8391076,2.2879066
2734,48.8392633,2.2919595
2735,48.8395889,2.2930953
2736,48.8392559,2.2958417
2737,48.8393302,2.2969596
2738,48.8394552,2.2987681
2739,48.8395806,2.3013087
2740,48.8399499,2.3025163
2741,48.8392569,2.3049039
2742,48.839466,2.3071806
2743,48.8396446,2.3093258
2746,48.8396334,2.3147411
2750,48.8394551,2.3222449
2751,48.8393858,2.3237228
2754,48.8393486,2.3300328
2758,48.8395524,2.3372598
2759,48.8396461,2.3386321
2763,48.8398098,2.3472299
2765,48.8397522,2.3510218
2766,48.8396472,2.3523376
2767,48.8392587,2.3548609
2768,48.8396207,2.3562982
2782,48.8399472,2.3823697
2788,48.8394448,2.3945351
2789,48.8395175,2.3961342
2790,48.8395826,2.3975374
2791,48.8396331,2.4000809
2792,48.8397194,2.4025135
2793,48.8397599,2.4043743
2798,48.8397727,2.4138833
2814,48.8403689,2.2537949
2815,48.8399987,2.2563188
2816,48.8402149,2.2580844
2819,48.8407603,2.2634001
2820,48.8403844,2.265464
2821,48.8405756,2.2661958
2822,48.8407145,2.2682241
2823,48.8403015,2.270908
2824,48.8402228,2.2719974
2827,48.8403352,2.2780205
