u,v,highway,length,speed_limit,time
2390147884,1106291885,unclassified,27.075,20,1.35375
2390147893,741550611,residential,27.31,20,1.3655
2390147893,741550576,unclassified,9.283,20,0.46415
2390153653,1119847030,primary,16.356,50,0.32712
2390153653,1119847011,secondary,24.03,40,0.60075
2390153655,850866969,tertiary,13.391,30,0.446366667
2390153655,414129080,unclassified,11.4,20,0.57
2390153661,32630947,tertiary,18.107,30,0.603566667
2390153661,364857900,tertiary,53.785,30,1.792833333
2390153679,3134044950,tertiary,12.762,30,0.4254
2390153679,1114961281,residential,24.144,20,1.2072
2390153680,297986134,residential,32.469,20,1.62345
2390153680,259264818,residential,40.336,20,2.0168
2390153681,259264818,primary,8.69,50,0.1738
2390153681,297986134,tertiary,48.9,30,1.63
2390153682,259060748,tertiary,15.708,30,0.5236
2390153682,1106903466,unclassified,8.227,20,0.41135
2390153683,246517205,primary,18.669,50,0.37338
2390153683,760671874,unclassified,15.041,20,0.75205
2390153684,2390164829,residential,13.973,20,0.69865
2390153684,303903237,primary,20.722,50,0.41444
2390161049,262112736,secondary,83.644,40,2.0911
2390161049,262112130,trunk_link,60.91,30,2.030333333
2390161055,1123279836,primary,12.061,50,0.24122
2390161055,224549398,secondary,43.742,40,1.09355
2390162719,1092738868,residential,19.041,20,0.95205
2390162719,306684875,tertiary,123.456,30,4.1152
2390164823,907575040,tertiary,14.192,30,0.473066667
2390164823,756201255,secondary,23.325,40,0.583125
2390164825,611760114,tertiary_link,27.807,30,0.9269
2390164825,611760116,tertiary_link,17.809,30,0.593633333
2390164829,364554856,primary,36.151,50,0.72302
2390164829,300103299,residential,37.409,20,1.87045
2390164830,763084686,primary,23.457,50,0.46914
2390164830,303903053,tertiary,29.768,30,0.992266667
2390164831,300154930,unclassified,8.818,20,0.4409
2390164831,300154489,unclassified,22.838,20,1.1419
2390164832,2390164831,unclassified,7.811,20,0.39055
2390164832,300154193,unclassified,8.726,20,0.4363
2390195295,261571247,secondary,10.244,40,0.2561
2390195295,260981915,primary,58.161,50,1.16322
2390195330,615080553,residential,9.495,20,0.47475
2390195330,615080547,residential,48.974,20,2.4487
2390195330,615078631,primary,117.048,50,2.34096
2390195334,1166342906,motorway_link,7.906,30,0.263533333
2390195334,1166343004,primary,100.116,50,2.00232
2390195334,613732664,motorway_link,46.505,30,1.550166667
2390199487,262456249,tertiary_link,25.597,30,0.853233333
2390199487,741054424,tertiary_link,37.395,30,1.2465
2390199493,615080125,primary,82.993,50,1.65986
2390199493,615080123,residential,10.427,20,0.52135
2390199493,1166342953,residential,18.81,20,0.9405
2390204105,914495761,residential,7.937,20,0.39685
2390204105,612589501,residential,193.025,20,9.65125
2393648890,262112697,trunk,58.27,60,0.971166667
2393648890,2405012516,unclassified,9.727,20,0.48635
2396187251,332503637,residential,31.484,20,1.5742
2396219251,1175007043,residential,91.17,20,4.5585
2396219531,1313919641,residential,149.643,20,7.48215
2396219540,2180626276,tertiary,9.449,30,0.314966667
2396219540,297119396,tertiary,6.2,30,0.206666667
2399017909,1693199901,unclassified,8.997,20,0.44985
2399657353,388146090,tertiary,63.241,30,2.108033333
2399657353,2399657354,unclassified,12.688,20,0.6344
2399657354,2399657353,unclassified,12.688,20,0.6344
2399657354,388146107,tertiary,72.865,30,2.428833333
2399657359,366154535,residential,92.196,20,4.6098
2399657359,2367028114,residential,21.04,20,1.052
2399657360,2399657359,residential,9.41,20,0.4705
2399657363,615201504,unclassified,15.298,20,0.7649
2400144782,1507824527,primary,125.514,50,2.51028
2400144782,1507824531,residential,171.326,20,8.5663
2400197242,305088353,residential,79.466,20,3.9733
2400197242,305088364,residential,399.988,20,19.9994
2400197242,305088336,residential,286.35,20,14.3175
2405012516,2393648890,unclassified,9.727,20,0.48635
2405012516,2405012528,unclassified,154.633,20,7.73165
2405012516,2405012524,unclassified,118.41,20,5.9205
2405012524,2405012516,unclassified,118.41,20,5.9205
2405012528,2405012516,unclassified,154.633,20,7.73165
2405012565,306689020,residential,31.994,20,1.5997
2405012589,306689033,residential,5.244,20,0.2622
2405012589,306694189,residential,44.411,20,2.22055
2405012675,306686178,residential,355.061,20,17.75305
2405012724,253705354,residential,43.155,20,2.15775
2405565871,1365283547,secondary,9.186,40,0.22965
2405565871,1660432231,secondary,28.199,40,0.704975
2405565871,7780959372,secondary,17.497,40,0.437425
2406909764,129994591,secondary,17.759,40,0.443975
2406909764,696702188,secondary,129.313,40,3.232825
2407423134,251785709,residential,23.45,20,1.1725
2407423134,2407423143,residential,32.316,20,1.6158
2407423140,251790537,tertiary,45.564,30,1.5188
2407423140,2183785405,tertiary,26.014,30,0.867133333
2407423143,251786908,residential,10.446,20,0.5223
2407423143,2407423134,residential,31.914,20,1.5957
2407423145,2407423149,tertiary,19.663,30,0.655433333
2407423145,1198115051,tertiary,32.29,30,1.076333333
2407423149,251786906,tertiary,5.294,30,0.176466667
2407423149,270199173,tertiary,26.333,30,0.877766667
2407423150,252872173,residential,35.894,20,1.7947
2407423150,2407423154,residential,25.719,20,1.28595
2407423154,251783689,residential,3.978,20,0.1989
2407423154,2407423150,residential,25.658,20,1.2829
2407684717,961703272,residential,151.554,20,7.5777
2407779207,1125630258,residential,6.359,20,0.31795
2407779207,1125630149,residential,52.965,20,2.64825
2407802346,1686425804,residential,28.477,20,1.42385
2407929979,2407929983,residential,17.973,20,0.89865
2407929979,301034501,residential,80.782,20,4.0391
2407929983,2407929979,residential,17.973,20,0.89865
2407929983,301034522,residential,80.768,20,4.0384
2407929985,301471739,residential,115.131,20,5.75655
2408768859,301494218,residential,170.838,20,8.5419
2410466638,259051095,tertiary,18.196,30,0.606533333
2410466638,2410466642,unclassified,16.554,20,0.8277
2410466642,259041550,tertiary,69.78,30,2.326
2410874772,387909660,residential,139.253,20,6.96265
2410874772,4774603201,residential,70.171,20,3.50855
2410874778,248511219,residential,213.958,20,10.6979
2410874778,248511376,residential,108.745,20,5.43725
2410874778,297105533,residential,44.3,20,2.215
2410874780,248511376,residential,66.004,20,3.3002
2410874780,248511414,residential,57.724,20,2.8862
2410874780,2410874797,residential,318.844,20,15.9422
2410874797,2410874780,residential,318.844,20,15.9422
2410874798,2003172581,residential,27.825,20,1.39125
2410874800,2003172581,residential,4.471,20,0.22355
2410874800,247879470,residential,45.169,20,2.25845
2411964900,256575742,residential,37.811,20,1.89055
2412186577,2412186588,residential,129.941,20,6.49705
2412186582,331099815,tertiary,100.406,30,3.346866667
2412186582,329714432,tertiary,18.584,30,0.619466667
2412186586,2412186582,residential,21.159,20,1.05795
2412186586,2412186577,residential,21.562,20,1.0781
2412186588,2412186590,residential,17.034,20,0.8517
2412186590,2412186594,residential,15.327,20,0.76635
2412186590,1490768029,residential,165.773,20,8.28865
2412186593,2412186588,residential,15.671,20,0.78355
2412186593,6373752927,residential,67.531,20,3.37655
2412186593,2412186586,residential,130.642,20,6.5321
2412186594,2412186593,residential,17.867,20,0.89335
2412186614,2412186618,residential,15.311,20,0.76555
2412186614,1700952673,residential,167.718,20,8.3859
2412186618,1700952616,residential,51.493,20,2.57465
2412186618,1700952583,residential,9.827,20,0.49135
2412186619,1704390185,residential,60.651,20,3.03255
2412186619,1700952718,residential,15.961,20,0.79805
2412186622,1700952718,residential,11.318,20,0.5659
2412186622,1700952677,residential,17.295,20,0.86475
2412186622,2412186619,residential,15.737,20,0.78685
2412186627,324785338,residential,94.685,20,4.73425
2412186627,6364500785,residential,75.239,20,3.76195
2413508590,1361879570,residential,481.145,20,24.05725
2413508593,2413508610,unclassified,611.368,20,30.5684
2413508606,2413508610,tertiary,27.004,30,0.900133333
2413508606,280103656,tertiary,494.674,30,16.48913333
2413508606,2413508624,unclassified,360.76,20,18.038
2413508610,2413508606,tertiary,27.004,30,0.900133333
2413508610,1179546072,tertiary,880.971,30,29.3657
2413508610,2413508593,unclassified,611.368,20,30.5684
2413508624,2413508606,unclassified,360.76,20,18.038
2413508628,2413508635,unclassified,162.322,20,8.1161
2413508628,296838102,unclassified,202.226,20,10.1113
2413508628,2413508701,unclassified,710.563,20,35.52815
2413508635,2413508628,unclassified,162.322,20,8.1161
2413508701,2413508628,unclassified,710.563,20,35.52815
2420554501,2322074535,residential,148.678,20,7.4339
2423456003,302151593,residential,31.441,20,1.57205
2423456006,2423456003,residential,10.981,20,0.54905
2423456006,2423456003,residential,83.569,20,4.17845
2426829888,259688916,residential,27.002,20,1.3501
2426829888,302743591,residential,314.459,20,15.72295
2426829888,2426829891,residential,24.818,20,1.2409
2426829891,259688916,tertiary,15.913,30,0.530433333
2426829891,2192606612,tertiary,36.333,30,1.2111
2427012512,900572664,residential,81.954,20,4.0977
2427012512,2174082821,residential,41.44,20,2.072
2427012526,295525821,residential,55.729,20,2.78645
2427012526,2427012526,residential,133.681,20,6.68405
2427226825,2427226826,unclassified,144.637,20,7.23185
2427226825,308996608,secondary,127.854,40,3.19635
2427226825,308996599,secondary,180.411,40,4.510275
2427226826,2427226825,unclassified,144.637,20,7.23185
2427232796,2427232808,residential,47.012,20,2.3506
2427232808,2427232796,residential,47.012,20,2.3506
2427280880,1149168088,residential,9.904,20,0.4952
2427280880,8571098901,residential,69.69,20,3.4845
2427280915,2366203656,secondary,17.57,40,0.43925
2427280915,5863438803,residential,26.436,20,1.3218
2427280926,2427280927,residential,21.212,20,1.0606
2427280926,5863439052,residential,386.362,20,19.3181
2427280927,5863438803,residential,381.264,20,19.0632
2427280927,2427280926,residential,71.822,20,3.5911
2428140806,1213228484,residential,395.745,20,19.78725
2428140806,2428140807,residential,9.869,20,0.49345
2428140807,5412225889,residential,133.142,20,6.6571
2428140807,2428140821,residential,14.384,20,0.7192
2428140821,264275806,residential,452.114,20,22.6057
2428140821,2428140806,residential,20.041,20,1.00205
2429953404,2429953408,residential,34.002,20,1.7001
2429953408,2429953413,residential,69.416,20,3.4708
2429953408,2429953404,residential,34.002,20,1.7001
2429953408,2429953410,residential,12.871,20,0.64355
2429953410,2429953414,residential,70.667,20,3.53335
2429953410,2429953408,residential,12.871,20,0.64355
2429953410,1213975451,residential,48.948,20,2.4474
2429953413,2429953408,residential,69.416,20,3.4708
2429953413,2429953414,residential,12.281,20,0.61405
2429953413,309021196,residential,281.153,20,14.05765
2429953414,2429953410,residential,70.667,20,3.53335
2429953414,309021642,residential,48.847,20,2.44235
2429953414,2429953413,residential,12.281,20,0.61405
2429953437,309765146,residential,30.231,20,1.51155
2429953445,2429953446,residential,45.991,20,2.29955
2429953445,309979011,residential,94.023,20,4.70115
2429953445,309979075,residential,299.195,20,14.95975
2429953446,309979076,residential,37.233,20,1.86165
2429953446,309973694,residential,11.745,20,0.58725
2429953446,2429953445,residential,45.991,20,2.29955
2429953509,2429953524,residential,48.668,20,2.4334
2429953524,2429953527,residential,29.709,20,1.48545
2429953524,2429953509,residential,48.668,20,2.4334
2429953524,308430019,residential,90.897,20,4.54485
2429953527,2429953524,residential,29.709,20,1.48545
2429953527,308430030,residential,24.725,20,1.23625
2429953544,308430434,residential,85.213,20,4.26065
2429953545,308430450,residential,60.335,20,3.01675
2429953716,308430127,residential,129.401,20,6.47005
2430127953,1445283725,residential,322.053,20,16.10265
2430128147,331370861,residential,70.713,20,3.53565
2430128147,1445311048,residential,159.657,20,7.98285
2430128147,1445311076,residential,61.841,20,3.09205
2431269188,2431269201,residential,124.296,20,6.2148
2431269201,299823726,residential,70.525,20,3.52625
2431269201,2431269188,residential,124.296,20,6.2148
2432301714,247225547,primary,381.954,50,7.63908
2432977960,2192443904,residential,32.266,20,1.6133
2432977968,307547387,residential,102.993,20,5.14965
2432977972,307547382,residential,132.776,20,6.6388
2433007345,1122158172,residential,87.396,20,4.3698
2433007345,8080782337,residential,33.202,20,1.6601
2433007364,1122158077,residential,39.106,20,1.9553
2433007364,2433007345,residential,28.403,20,1.42015
2433007424,300373075,residential,73.143,20,3.65715
2434303905,429207012,secondary,31.736,40,0.7934
2434303905,2209136640,residential,64.905,20,3.24525
2435085691,300121942,residential,6.944,20,0.3472
2435085691,300121941,residential,96.091,20,4.80455
2435085691,917713918,residential,21.588,20,1.0794
2435085753,2435085756,residential,11.603,20,0.58015
2435085753,300103300,residential,102.253,20,5.11265
2435085756,300103822,residential,70.528,20,3.5264
2435085756,2435085753,residential,11.603,20,0.58015
2435214591,1645766911,residential,13.256,20,0.6628
2435214591,259643016,residential,156.232,20,7.8116
2435337591,3661044038,residential,107.959,20,5.39795
2435337592,259043966,residential,13.807,20,0.69035
2436665965,1713056818,secondary,24.271,40,0.606775
2436665974,2436665965,secondary,28.077,40,0.701925
2436665982,2436665974,secondary,22.394,40,0.55985
2436665982,2357224264,secondary,21.615,40,0.540375
2436666014,262369326,secondary,26.674,40,0.66685
2436876696,2436876698,residential,7.477,20,0.37385
2436876696,306710046,tertiary,69.001,30,2.300033333
2436876698,262114861,tertiary,49.495,30,1.649833333
2437621170,291629951,residential,67.206,20,3.3603
2437621181,291630673,residential,55.664,20,2.7832
2437621181,2437621188,residential,71.044,20,3.5522
2437621188,2437621181,residential,71.044,20,3.5522
2437621193,291631392,primary,48.694,50,0.97388
2437621193,1964144951,residential,66.675,20,3.33375
2439166373,2439166375,residential,137.962,20,6.8981
2439166375,289850240,residential,77.604,20,3.8802
2439166375,277690264,residential,138.17,20,6.9085
2441225718,314368751,residential,23.84,20,1.192
2441225725,474739333,unclassified,152.381,20,7.61905
2441225729,474739333,tertiary,277.492,30,9.249733333
2441225729,2441225759,residential,147.437,20,7.37185
2441225759,2441225729,residential,147.437,20,7.37185
2442515784,7880523612,residential,20.268,20,1.0134
2442515784,302184539,residential,110.001,20,5.50005
2445853304,377070181,residential,71.28,20,3.564
2445853304,294027182,residential,162.781,20,8.13905
2445853304,2445853306,residential,57.168,20,2.8584
2445853306,2445853304,residential,57.168,20,2.8584
2446054854,308994199,residential,2495.945,20,124.79725
2447462862,260715764,tertiary,95.081,30,3.169366667
2447462862,260715763,tertiary,51.391,30,1.713033333
2447462862,2219752484,residential,133.616,20,6.6808
2447462883,545007243,residential,138.813,20,6.94065
2447462890,415661435,residential,174.738,20,8.7369
2447462890,415662375,residential,364.419,20,18.22095
2447462890,415662114,residential,330.876,20,16.5438
2449176307,2449176308,residential,13.794,20,0.6897
2449176307,1416997799,residential,218.841,20,10.94205
2449176308,2449176307,residential,13.794,20,0.6897
2449176308,1416955291,residential,73.972,20,3.6986
2449176309,322353925,residential,14.894,20,0.7447
2449176309,2449176307,residential,112.38,20,5.619
2449176314,322357740,residential,24.613,20,1.23065
2449200565,321864658,residential,28.963,20,1.44815
2450357099,1700894840,residential,12.957,20,0.64785
2450357099,1700894900,residential,83.302,20,4.1651
2450357103,321860366,residential,37.212,20,1.8606
